,track_name,album_name,artists,popularity,track_id
13060,Sunroof,KIDZ BOP 2023,Kidz Bop Kids,57.0,55ad10edaafc65479409fdffb9b1927d
13061,BILLY,Day69: Graduation Day,6ix9ine,65.0,6299d976e6c93ae7529ad9c1c147b0d6
13062,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,79.0,9ba34d23cb1195236c63ecff1742ff45
13063,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5aa293a02eea599614e8b44686f387ae
13064,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5b871411af8dffec728f0e0ebe45da88
13065,ABC-DEF-GHI,Sesame Street: Platinum All-Time Favorites,Big Bird,35.0,4a960fa2680c35f8851790c644659f13
13066,4 Wheeler,4 Wheeler,Yuno Miles,60.0,4c40f3d651da66de5116964f4f3ecea4
13067,"想見你想見你想見你(電視劇""想見你""片尾曲)","想見你想見你想見你(電視劇""想見你""片尾曲)",831,61.0,49506df85f69d88601b137681be5f6b0
13068,Ducky,Ducky,Little Magic Musicbox,53.0,9ceb2171e6e2310d3606450e192fff8c
13069,5 Little Ducks,5 Little Ducks,The Learning Station,55.0,c5a7e31f7388245ca9d31afb4c711d0a
13070,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,f2e945ccd3fe32489fe546203b9c4e04
13071,Cruel Summer,KIDZ BOP 2024,Kidz Bop Kids,57.0,f47b6f532267eaffe2ecf227a4b7a154
13072,29,The Weight of Nostalgia,Chris James,53.0,27c0c026ae0e1c11efe9627980af97a0
13073,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,d846f630c186cc9cce77eb1e4c6319fc
13074,"One, Two, Buckle My Shoe","The Best Songs for Kids, Vol. 2",LooLoo Kids,61.0,1b9fdc3a439dbfa96ec01fcebf982c81
13075,1553470665499594756,1553470665499594756,frxgxd,39.0,1c159a1d4901b7320a5170271454814f
13076,Fruit Bat,Bluey the Album,Bluey,55.0,f47e0fa6605916a22d220dc49c493cf5
13077,865,Dangerous: The Double Album,Morgan Wallen,70.0,8308c8a521995145e76b705b0b21b104
13078,1553470665499594756,1553470665499594756,frxgxd,39.0,16118b6732639233ca42f1dd20dd8b42
13079,Five Little Ducks,Baby Shark & More Kids Songs,Super Simple Songs,64.0,5cb791dc74dd6da8eeaabcfb6fbaf487
13080,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,f1ac42d2500a2b6e966dbc376c8ad8d5
13081,Cendrillon - 10th Anniversary ver.,Cendrillon (10th Anniversary ver.),*Razzy,27.0,cebd6fff719c60df4ef10b0c425079c9
13082,Lollipop Yum Yum Yum,Dance Mode!,Bluey,61.0,64b32ec925999afd48fe8b0147ad4f82
13083,It's Corn,It's Corn,Tariq,53.0,1df310a9b4030cab12340d19d96fc558
13084,1553470665499594756,1553470665499594756,frxgxd,39.0,84e00635bfcc422dfc95ebafe226b01f
13085,2002,Speak Your Mind (Deluxe),Anne-Marie,78.0,201f1ada41519cc7f93a901fcb79e811
13086,ABC Song,"Gracie's Corner Kids Hits, Vol. 2",Gracie's Corner,45.0,4c64354022e5032ac7c9974648ba1c6e
13087,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,9a63e4ea0cbff2786332340eb305f420
13088,Don't Lose Ur Head,Six: The Musical (Studio Cast Recording),SIX,65.0,6fa84d3d204c8f706b5cb1f583785d52
13089,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,9b9737113b64eaee953a853180d21691
13090,Lollipop Yum Yum Yum,Dance Mode!,Bluey,61.0,57e0422d5d9a4d01ed58fb86cee71827
13091,Affliction,DECEMBERUNDERGROUND,AFI,34.0,afafcb2e9a0837e8a7214a206f348ec5
13092,"One, Two, Three, Four, Five",First Numbers,The Little 'uns,60.0,51a0843540ac03e738132a06cf13d03c
13093,Amber,From Chaos,311,71.0,317a25cc617c14273036e7b9a3cd412b
13094,EGGSTREME DUCK PHONK,EGGSTREME DUCK PHONK,sma$her,57.0,d0d1ac43b6f81362dca85a0ffa281348
13095,EGGSTREME DUCK PHONK,EGGSTREME DUCK PHONK,sma$her,57.0,e935983a1fada5d3f2e2704aa0740be0
13096,Good Morning Song,"Gracie's Corner Kids Hits, Vol. 2",Gracie's Corner,46.0,3e45a3a437ca7c3e60476e870e2c9879
13097,1553470665499594756,1553470665499594756,frxgxd,39.0,c9318ddc9d3c25da0de4bd0ddfc93c74
13098,Photograph,Pyromania,Def Leppard,68.0,def5b93a4bba079cbb293212e4a8876c
13099,FEFE (feat. Nicki Minaj & Murda Beatz),DUMMY BOY (Revised),6ix9ine,67.0,69fd443fab65bb4f6fd419615e826233
13100,Boyz-N-The-Hood,ドライブが楽しくなる洋楽ヒッツ！80年代 METAL,Eazy-E,60.0,ea99490bc087bed2057187c8b95cccf4
13101,1553470665499594756,1553470665499594756,frxgxd,39.0,273f3cf0d350c5a58bfe322d37f71d31
13102,60 Minutes,60 Minutes,Emcee KB,50.0,61edf0e2cebc0395f4ce53d4935b4179
13103,1553470665499594756,1553470665499594756,frxgxd,39.0,e216a2625a579b3e424264480775e26b
13104,Sunroof,KIDZ BOP 2023,Kidz Bop Kids,57.0,3479845eecab31b4920fb8d0b12da735
13105,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,f1a5faf2dafc62983e785cbb26a331e7
13106,Sent,Sent,9m88,33.0,9a60a79fe426fd010d6435fff0a25e02
13107,Three Little Pigs,"CoComelon Kids Hits, Vol. 5",CoComelon,54.0,3bbc5ecb09ef702e014bb56d7bf813c3
13108,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,f1222db113e63a68e520234a5ab82fff
13109,AD `193,AD `193,KTC-Go Hard,31.0,ad1150ceed33764e68cd2e470bc21885
13110,Imagine With Me - Songs From the Netflix Series,CoComelon Lane (Songs From the Netflix Series),CoComelon,53.0,2f7f5d9558f602d98ba5b731741ca8f2
13111,Good 4 U,KIDZ BOP 2022,Kidz Bop Kids,47.0,d91a0a402cd710c235dcbfaa70b0e3d1
13112,5 Little Ducks,5 Little Ducks,The Learning Station,55.0,5a92da1bd6154d83adcb1ac2060b517c
13113,Affection,Zombie Boy,Scruffpuppie,42.0,4b2ad566ae4401afec5a7c522a3db682
13114,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,e1c8c896d38e430d1aeedb2c2c9b713a
13115,DONTTRUSTME,WANT,3OH!3,70.0,3e23aeb86a71ee88bb4c19b14310f4c1
13116,Jesus Freak - Remastered 2013,Jesus Freak (Remastered),DC Talk,47.0,dc55ae61ba4279ce8ae9065894190d5a
13117,Five Little Ducks,Baby Shark & More Kids Songs,Super Simple Songs,64.0,5dfaee89481c645ecd23d8e4a01440d0
13118,Cruel Summer,KIDZ BOP 2024,Kidz Bop Kids,57.0,94224a25041ba388689a7976267b2f5c
13119,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,76e687df041a01ca995d35b4ce9b4cea
13120,16 Lines,"Come Over When You're Sober, Pt. 2",Lil Peep,66.0,16eb5ed5eec8c35e94e0e7fb52341f43
13121,867-5309 / Jenny,Tommy Tutone - 2,Tommy Tutone,61.0,8584c927d710a9df84fa142b88e1add4
13122,Elmo's Ducks,ABC 123,Elmo,49.0,32dc2c5ed41d67e40b0269e8662d5d16
13123,53,53,FA.ded.AF,19.0,4df93567e1c221426f1670390ee8ced2
13124,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,46c9bd92770677762609a44d521f4c05
13125,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,1b932006a342035d56ab1718b3375d5a
13126,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,254fc0b6ea25d5a67b1abb014e1808c3
13127,Friday Theme - Crunchy,Friday Theme (Crunchy),Uglyburger0,57.0,fb0407718e9e46fc7e6a613c931bfcb3
13128,Puppy Dog Pals Main Title Theme,Puppy Dog Pals: Disney Junior Music,"""Puppy Dog Pals"" Cast",51.0,0d2a5590ad750898ca5a9404d19de22c
13129,865,Dangerous: The Double Album (Bonus),Morgan Wallen,49.0,86c5aeba24d15737ec7fe59ac852ae12
13130,ABC Song,"Gracie's Corner Kids Hits, Vol. 2",Gracie's Corner,45.0,a6e7e7f0667a89331d130e27f29815a4
13131,BILLY,Day69: Graduation Day,6ix9ine,65.0,6702a922daeb4d2592711fe63605f601
13132,80 Dime Bagz [Boomin' Like Alicia Keys] (feat. Black Kray & Ethelwulf),Pizza and Codeine,Chris Travis,46.0,80b8dba85dec035c79031c4a3fa30be5
13133,"""C"" is for Cookie (feat. Ben Platt)",The Not-Too-Late Show with Elmo: Songs,Cookie Monster,37.0,c192d246824f24dd32a75ff2c1a8805e
13134,Daycare Theme,Five Nights at Freddy's: Security Breach Original Soundtrack,Allen Simpson,53.0,faac1214fc074ca40b3c38cae4682efb
13135,12345,Little Treehouse Nursery Rhymes Vol 5,Little Treehouse,10.0,c46463fd608cb8af12202654a3108ea4
13136,"Orchestral Suite No. 3 in D Major, BWV 1068: Air","Bach: Orchestral Suite No. 3 in D Major, BWV 1068",Frank Shipway,32.0,106a10641e3f99ca2755796b85b796d4
13137,Friday Theme,"Roblox 3008, Vol. 1 (Original Soundtrack)",Uglyburger0,63.0,f2be4af72230df7ff9830729b64c45d0
13138,"想見你想見你想見你(電視劇""想見你""片尾曲)","想見你想見你想見你(電視劇""想見你""片尾曲)",831,61.0,1328e6495277db53b5d40c40e7a4f31f
13139,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,61461ac064cbd8be3c9865d129bdd96e
13140,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,cf68dfef94aad03c75ce032d01d8b9f2
13141,Hendog,Adversity ￼,Henfaceman,0.0,d48bfed829b40b40a02f621884881fac
13142,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,95e38749ca560ebac196df9bc01d565b
13143,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,2005eb23aab49fd0109997ff9b75b023
13144,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,fb84e8c0694cdea709886671fc4b4999
13145,MAD,MAD,CeeFineAss,40.0,ce1ba27c2c1b8ab4099ce4ebd08b667e
13146,How It Go,How It Go,1100 Himself,52.0,110eb2de91986d407561b18f71392280
13147,abcdefu,abcdefu,GAYLE,75.0,aeabc264a1f8e92d683117c9b5624adf
13148,7 Days of the Week,7 Days of the Week,The Learning Station,57.0,7da71e4020d84c1fdd21d071d48d6530
13149,Ducky,Ducky,Little Magic Musicbox,53.0,cf73223012a172dfb03f623a7917802d
13150,abcdefu,abcdefu,GAYLE,75.0,2efa4a3518871fb67144f272300cba5f
13151,976-EVIL,Diamond Eyes,Deftones,60.0,d3f3f66b66ba077099c8ca4c8c222a3f
13152,Sunroof,KIDZ BOP 2023,Kidz Bop Kids,57.0,f28c28bd6e2873402b30c80d4d883785
13153,I Do (Cherish You),98 Degrees And Rising,98º,62.0,98ef2b6f3dfb2f46cca7acc5fe720455
13154,"The Letter of the Day ""B""",ABC 123,Abby Cadabby,42.0,a4364ea5cffab0f1e60970890f2b7ee6
13155,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,72c4f9a8272e5655ca5bf0e8aa2f29bc
13156,Waffle Eggbeater,Eggbeater 2 Evil Empire,DJ WYNTER ONLYRAPPERHEARDWORLDWIDE COKEBOY,38.0,e924f2aef4adcc5cef8d9b8e5e3c698e
13157,F*** Faces,Greatest Hits,Scarface,44.0,0fced5da1dd96553160cf84780ceefac
13158,1553470665499594756,1553470665499594756,frxgxd,39.0,0ba384d285df1c8605d8df4d83278db9
13159,1553470665499594756,1553470665499594756,frxgxd,39.0,c388c17f60934a7d970593d26fc0e5e3
13160,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,8fd53f4675c2ec713cfe83c59246d547
13161,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,c4b55e91f107e5aa4e4ffc5f6940ea55
13162,1553470665499594756,1553470665499594756,frxgxd,39.0,72cc777965451b2e6599d035ce2ffff7
13163,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,6cf7e98a61bc40b06fed4572279c0456
13164,FACE TIME,4 REAL,454,32.0,4702c3f34a630d7c5d8c2b16e2b2e7cf
13165,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,336100a374ee4f43cc8f0de675508095
13166,ABC's,"Blippi Tunes, Vol. 1",Blippi,57.0,a628bf82417d5d1c643ec4c8611bcd32
13167,Flowing,Greatest Hits '93 - '03,311,39.0,31335b273de8a59d344af8bfed7854c7
13168,949 Raised,949 Raised,949_creeper,44.0,93f2fff1ebcdb0637c9dd30d99e88a1e
13169,It's Corn,It's Corn,Tariq,53.0,b8c407af5edef0c65d0c209f987d7f85
13170,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,550737324a56f0a7b895a19e17d0eb29
13171,Baa Baa Black Sheep,"CoComelon Kids Hits, Vol. 1",CoComelon,67.0,ba92181fc14c4638b9b11dadddb00e1b
13172,Split,Split,88rising,55.0,884ecbbb1670169bd7bb053a47e9b7b5
13173,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,9d7139534d09fd4bc13e5fd34af3adf0
13174,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5e8b882103f2efde0380aa956a0a02cb
13175,99 Red Balloons,Stomping Ground,Goldfinger,60.0,99b3b8bd55a5f07d5e07fb2bd166e65f
13176,abcdefu,abcdefu,GAYLE,75.0,ac69cef1b9b15e41c3bbfa1af3edcd36
13177,2093,2093,Yeat,54.0,209379992f162b7397a7394f195a636b
13178,It's Corn,It's Corn,Tariq,53.0,dd97d92a28be44cbbd8b27416e97fe30
13179,It's Corn,It's Corn,Tariq,53.0,9c2fe788722abd4d38af6ea6d1011152
13180,大開眼戒,The Easy Ride,Eason Chan,44.0,da115689b1f9c5888247c4457008e5ca
13181,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,d613ae86f0820d98f9539cec4945d1a2
13182,abcdefu,abcdefu,GAYLE,75.0,a23a8ecbc757235e6e6950c446e03acc
13183,abcdefu,abcdefu,GAYLE,75.0,afb950a73fd2964cf7c2d655773eb2f0
13184,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,8fdc9024332e3e8b32f490a620c0c59d
13185,"DK Rap (From ""Donkey Kong 64"")","DK Rap (From ""Donkey Kong 64"")",Player2,42.0,d634a630bc4ffd5350ef2dd05b4142dc
13186,1553470665499594756,1553470665499594756,frxgxd,39.0,d3ab067bda9daa0b1c6ac3e6ac87b7e8
13187,Cruel Summer,KIDZ BOP 2024,Kidz Bop Kids,57.0,a92ee796783482b5f67823ea06784369
13188,EGGSTREME DUCK PHONK,EGGSTREME DUCK PHONK,sma$her,57.0,e12ebf933742a3b296d98a6af3716060
13189,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,a7e3386053cb836e6c5c424473f228f9
13190,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,4b89a798be842cac3c791930bc3f787f
13191,Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,79.0,b8982804242e0e459fa0c20731d2710c
13192,Chicken Bop,StoryBots Animals,StoryBots,57.0,c53920d51a08e658bac1695d0b253ae8
13193,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,4de01d9e12aefe62a236ea507a98ebec
13194,Birc Sissen (Freestyle),1122,7981 Kal,27.0,79d98536bbc2916f50047f5a4cacba18
13195,It's Corn,It's Corn,Tariq,53.0,a6442f9d5cfb406d0af2d1e30d9dfe47
13196,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,d8dbabd83fda9494d46737ed5cf5162a
13197,The Sesame Street Alphabet,ABC 123,Elmo,48.0,09be61181055fb64221df30fa4a78fc8
13198,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,6bb88b6e6f862d247bfbff7aa89b826a
13199,Incy Wincy Spider,50 Silly Songs,The Little Sunshine Kids,60.0,461964f9463cd34da4125f5dce206ab0
13200,45×8 60×6 90×4,PixelJunk MONSTERS Sound Track,otograph,4.0,0ec7d39877010c40e4010a04932d7ed8
13201,1553470665499594756,1553470665499594756,frxgxd,39.0,487d6024dc424071c56c604c8e1d7d4e
13202,2084,2084,Dear Jane,45.0,28e6d9951696bcb7029621bf813d0560
13203,1553470665499594756,1553470665499594756,frxgxd,39.0,e309e4e083bba60cc9f9b7dc559c0ba3
13204,Code Red,Code Red,Token,48.0,c9d21797d6181a608e34f65d36e4090e
13205,It's Corn,It's Corn,Tariq,53.0,0951ab8a917ac7cab88e98bc9d48c27d
13206,Friday Theme,"Roblox 3008, Vol. 1 (Original Soundtrack)",Uglyburger0,63.0,4a0720851ca2de4cf9a87c8f2cdbfad1
13207,6969,Attitude City,Ninja Sex Party,32.0,be660e453b9dcb7fdba70e813d8d70f3
13208,abc,KIDZ BOP Super POP!,Kidz Bop Kids,48.0,dbc15026747024694cc7530bc0cc7755
13209,Bluey Theme Tune - Extended,Bluey the Album,Bluey,64.0,b52ae3bdc2199665b4b39b7ecdb70e0e
13210,不分手的恋爱,"汪苏泷歌曲合辑, Vol. 2",Silence Wang,44.0,b90e6fc9dce91681428632b1e64144e9
13211,1553470665499594756,1553470665499594756,frxgxd,39.0,031dd663a1574d8769b997c796b5e0a9
13212,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,0abefe6a624208ac962feb9000a29d57
13213,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,1c586abe753da34fe0159148c087411b
13214,5 Little Ducks,5 Little Ducks,The Learning Station,55.0,c5dfe1dd98c6120fb3f0cd9a3654a852
13215,Gimme That,Keys to the West,HeyTaewon,48.0,ebb0d307875d7c5854c644ceecbf1de5
13216,"Abraham, Martin And John",Dion,Dion,44.0,abea060e53e2c7439b15811862aad976
13217,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,63d53440dff4a5085b815a47a5076e70
13218,7 Days of the Week,7 Days of the Week,The Learning Station,57.0,7dfa69f9826b675491768fd3df556296
13219,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5b5590f7cbb1b73f7180ecb59520b45a
13220,99 Problems,Old Tyme Religion,Hugo,60.0,9994f9fb8476d8616e470055933bd211
13221,396,Ambient mt. 174-963,Timo Krantz,62.0,352973c4df872c375a54bc360ff4fea2
13222,Code Monkey,JoCo Looks Back,Jonathan Coulton,28.0,c0d706b4026fd0a9f3ef302640c84659
13223,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,0a74f12da5d41aaf786e69024c7d661a
13224,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,f594038a212c2e075ee3a1a2d4280c51
13225,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,5563fcb8c44e5b39de06c5fab948e9e9
13226,Baa Baa Black Sheep,"CoComelon Kids Hits, Vol. 1",CoComelon,67.0,ba3ec19619fc9ebdcaec4ea58b703ac3
13227,The BeeeeeOOP Walk,Dance Mode!,Bluey,55.0,b3d85fb1a83d75ca1d345c95534e0ef8
13228,A Ram Sam Sam,A Ram Sam Sam,Tones From Samwell,56.0,aee54aaa507751efe03f1d30898a3d47
13229,5 Little Ducks,5 Little Ducks,The Learning Station,55.0,5dd40bcadea4e0bd9ed424630396e0d6
13230,Sunroof,KIDZ BOP 2023,Kidz Bop Kids,57.0,1b936f7763b0996d30b39364548eaf9d
13231,四面楚歌,11月的蕭邦,Jay Chou,40.0,04a35b88d363ac2a0c371e811d7d0458
13232,Dance Monkey,KIDZ BOP Party Playlist!,Kidz Bop Kids,57.0,d7207255bffc31458fbbda566246ff9f
13233,"""99""",404,Barns Courtney,51.0,991ec69ec875d9fa21eaa72bc8b57a19
13234,BLRRRRDDDD,BLRRRRDDDD,BIG30,48.0,30e603d28722641702dca91822ec0b34
13235,7 Summers,Dangerous: The Double Album,Morgan Wallen,78.0,7bd0687095375a9f82b24ea91a99a3a5
13236,772 Love,772 Love,YNW Melly,71.0,73327b7459d77a0ff90f93b1ad54e1b8
13237,It's Corn,It's Corn,Tariq,53.0,97b30885d0c1dd1ef5e7f85c932800e4
13238,The Poop Song,The Poop Song,Teddy Casey,43.0,0d4236986ff1dd2597fbeb40792a0cca
13239,I'm Good (Blue),KIDZ BOP 2023,Kidz Bop Kids,53.0,72ef6653fb12691faa056ffa3696c070
13240,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,6acb44d01e7df03f3459c71c5fe8dd93
13241,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,fce0f69b2abfdba4509292cbf52d2309
13242,100 Years,The Battle for Everything,Five For Fighting,63.0,15d3e75fa6a2e7adb862321655e4a385
13243,///////////////////////////////////////////////////////// 5,YAYAYI,YAYAYI,22.0,4700f11d1d67f97328c0dcf755afe1fe
13244,1553470665499594756,1553470665499594756,frxgxd,39.0,e4209e256279f200467d3056fc9b5706
13245,Seven,KIDZ BOP 2024,Kidz Bop Kids,52.0,7f50be225403bd5622c6e95455640b15
13246,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,YAYAYI,YAYAYI,42.0,d4cc5001b080356d3e600e6d60b5e0f5
13247,"One, Two, Three, Four, Five",First Numbers,The Little 'uns,60.0,01ea06eff0cd80c39dc3b2e0104b21b4
13248,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,e6f3d0b5e833569d5dc93db70eb278c2
13249,Fruit Bat,Bluey the Album,Bluey,55.0,599f3c28e9575e45e089b4830c082fbf
13250,風繼續吹,風繼續吹,Leslie Cheung,48.0,f4353046dfbaf4f19fb46c63c6e6c031
13251,the catmas song,the catmas song,j1gggs,34.0,ca324608c98329bba23d6729f73292d8
13252,Good 4 U,KIDZ BOP 2022,Kidz Bop Kids,47.0,b2280e4db041145826de2c0287613ac5
13253,Sunroof,KIDZ BOP 2023,Kidz Bop Kids,57.0,30cdde244493654ddebe159005efd932
13254,abcdefu,abcdefu,GAYLE,75.0,a173c07544d24fbb41fe8f4eddaa7230
13255,20190724,One Wayne G,Mac DeMarco,60.0,2070499b75246e9c608004d690580254
13256,The B-I-B-L-E,Bible Songs,Cedarmont Kids,40.0,ce52081faa79f576b2bcaa6bad769f5b
13257,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,9c5ddffd7e5f467e6500dcd4ed6a68da
13258,I Am A Gummy Bear (English),The Gummy Bear Song International Singles,Gummibär,53.0,fd01fea79fc03ddbbf9fc4bb68caa3b6
13259,涼涼,電視劇《三生三世十裡桃花》原聲帶,Zhang Bichen,55.0,3e3ba9679e74f89b61cbc5dc1386919a
13260,"""C"" is for Cookie (feat. Ben Platt)",The Not-Too-Late Show with Elmo: Songs,Cookie Monster,37.0,c00420edbcdccceac1d69a0800de7cb0
13261,"1,2,3",King Of The 3z,EBK Leebo,38.0,1e963be9f1b9b264924446b0335b9d6a
13262,放生,不說出的溫柔,Fan Yi Chen,57.0,f46ccd9248c67388d337c7049c599cc4
13263,abcdefu,abcdefu,GAYLE,75.0,af9c74b154961fffd03419842ac7e2b8
13264,浪人琵琶,浪人琵琶,胡66,52.0,24446669756db5b1893a81f01a0031ef
13265,Fruit Bat,Bluey the Album,Bluey,55.0,f4e7aa426fe9e2a9d46139652031fadb
13266,ABC's,"Blippi Tunes, Vol. 1",Blippi,57.0,bc1e086de179f88d7ecb5b667ddb2b07
13267,54,54,FA.ded.AF,19.0,b501ef5945664002a04fea8060554afc
13268,1553470665499594756,1553470665499594756,frxgxd,39.0,2b5c2d897d1fcccc9dc1bc1f7460c71c
13269,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5deb765a15bc3890921aefbab3318c03
13270,3D (feat. Jack Harlow),3D : The Remixes,Jung Kook,79.0,3d44d1587ddb6114f351078ef68baab9
13271,About That Time,KIDZ BOP 2023,Kidz Bop Kids,49.0,a5e12aba8ddbfa75ce65a540022b79d0
13272,Imagine With Me - Songs From the Netflix Series,CoComelon Lane (Songs From the Netflix Series),CoComelon,53.0,2f1eb6c496ef32619702275a0a969ba6
13273,EGGSTREME DUCK PHONK,EGGSTREME DUCK PHONK,sma$her,57.0,d07d5839ba516733d20b4b13387832a2
13274,1553470665499594756,1553470665499594756,frxgxd,39.0,e17320059a0ec58b154878b0141e0f1c
13275,1553470665499594756,1553470665499594756,frxgxd,39.0,334c4775984d4e7e8d03d358374cd83c
13276,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5cd9c817c7d5c6b8fde87576f1c64258
13277,772 Love,772 Love,YNW Melly,71.0,78ce9b6a8c8ff85ab9a7a363d2ed3698
13278,It's Corn,It's Corn,Tariq,53.0,1df327d51c5b49ec59efedc51fb41c85
13279,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,6f3e2591ed1631bd41f753ed020b23d9
13280,It's Corn,It's Corn,Tariq,53.0,49bed36e46ecddbf9308e5d430dc83da
13281,Six in a Bed,50 Silly Songs,The Little Sunshine Kids,64.0,6cc3364bb60901911c654e57847c4242
13282,Good 4 U,KIDZ BOP 2022,Kidz Bop Kids,47.0,47364d43b7d5a4b9d9ae1d350de15ab0
13283,富士山下,What's Going On...?,Eason Chan,59.0,f214d00376f3efd74e808dc7167940cb
13284,777,"XXXTENTACION Presents: Members Only, Vol. 3",Kid Trunks,55.0,7751c4a47028a6413018a0294d14a886
13285,1553470665499594756,1553470665499594756,frxgxd,39.0,17c64300c1eba03e68f932a36bc9db7d
13286,Amber,Greatest Hits '93 - '03,311,66.0,a312dd694e06ef9e60fb359a5ffeb6ff
13287,5 Little Monkeys,100 Fun Songs for Kids Vol. 1,The Little Sunshine Kids,63.0,5b7b9107df3e44de7b18c8260bfb5786
13288,Good 4 U,KIDZ BOP 2022,Kidz Bop Kids,47.0,b02659c2cdb021109f56e85e00039d42
13289,5 Little Ducks,5 Little Ducks,The Learning Station,55.0,5589c7232a50c66c70f4637e9745e9a1
13290,Twelve Disciples,Sunday School Songs,Cedarmont Kids,26.0,ce03113c515f713be3737c9ca12bc1a6
